CNN,SP
50325000,24475000
25781000,25779000
25781000,26135000
25781000,25817000
25781000,25780000
28010000,28007000
28010000,27995000
34023000,34022000
34023000,34024000
21291000,21172000
21291000,53020000
21291000,21290000
21291000,21286000
20393000,20416000
20393000,20409000
20393000,20394000
20393000,51996000
26175000,32921000
26175000,26173000
26175000,32920000
26175000,26174000
20244000,20245000
20244000,20246000
20244000,20696000
23854000,23853000
23854000,23856000
23854000,23855000
23854000,23871000
33408000,33739000
33408000,33409000
51177000,51377000
51177000,51375000
51177000,51376000
51177000,51381000
24766000,24782000
24766000,24791000
24766000,24765000
24766000,24778000
28021000,28022000
28021000,28018000
28021000,28019000
25326000,25325000
25326000,25343000
25326000,25336000
25326000,25353000
27027000,51532000
27027000,27027000
27027000,33625000
27027000,51533000
27027000,50517000
27027000,33547000
21734000,21735000
21734000,21730000
21734000,33348000
21734000,21739000
33384000,21790000
33384000,21805000
33384000,52092000
33384000,21791000
21948000,21958000
21948000,33402000
21948000,33379000
21948000,21971000
27453000,27454000
27453000,27477000
27453000,27449000
27453000,27456000
54050000,20205000
54050000,20208000
25618000,25619000
25618000,25614000
25618000,50704000
25618000,25632000
51356000,51355000
51356000,51357000
51356000,51352000
27565000,27577000
27565000,27579000
27565000,27564000
27565000,27582000
23783000,30019000
23783000,50384000
21279000,21278000
21279000,21307000
21279000,52003000
21279000,21281000
26044000,26049000
26044000,25974000
26044000,26586000
26044000,25973000
26186000,26181000
26186000,26185000
26186000,26182000
20113000,20112000
20113000,20481000
20113000,20114000
20113000,20148000
51046000,51053000
51046000,51046000
24209000,24212000
24209000,24203000
24209000,24210000
24209000,24230000
50003000,23876000
24635000,24636000
24635000,24632000
24635000,54080000
24635000,35046000
25314000,25539000
25314000,25559000
25314000,25312000
32872000,27127000
32872000,27125000
32872000,32872000
32872000,32873000
22800000,22799000
22800000,22644000
22232000,22233000
22232000,22231000
22232000,22245000
22232000,22230000
21722000,21714000
21722000,21729000
21722000,21720000
21722000,21727000
33521000,23496000
33521000,32904000
33521000,23325000
20965000,20920000
20965000,20966000
20965000,20954000
20965000,20969000
23226000,23234000
23226000,23225000
23226000,23226000
23226000,23224000
50975000,21622000
54038000,54037000
54038000,54038000
33679000,54029000
33679000,33679000
33679000,33680000
33679000,33524000
27748000,27749000
27748000,27757000
27748000,27695000
27748000,27750000
26470000,26471000
26470000,26439000
21817000,21231000
21817000,21817000
21817000,21818000
21817000,21240000
24078000,24077000
24078000,24081000
24078000,24080000
24078000,24065000
26541000,25304000
26541000,26544000
26541000,26540000
26541000,26548000
25357000,30714000
25357000,25353000
25357000,30724000
26339000,26320000
26339000,26340000
26339000,26341000
26339000,26321000
20408000,20405000
20408000,20408000
20408000,20379000
22516000,22524000
22516000,51116000
22516000,51156000
22516000,33433000
22516000,22516000
22516000,22530000
22516000,22525000
22516000,22517000
26765000,26963000
26765000,26747000
26765000,26766000
26765000,30061000
21710000,21711000
21710000,21634000
21710000,21410000
21710000,21644000
33122000,50748000
33122000,33121000
33122000,53018000
33122000,54026000
32827000,26487000
32827000,26484000
32827000,28079000
32827000,32828000
27191000,27204000
27191000,27192000
27191000,27210000
27191000,27199000
21260000,21265000
21260000,21835000
21260000,21260000
21260000,21258000
51330000,51329000
51330000,51331000
51330000,51327000
51332000,51185000
51332000,51424000
51332000,51332000
51332000,51187000
23521000,27925000
23521000,23519000
23521000,23522000
23521000,23518000
24847000,30065000
24847000,25328000
24847000,25338000
24847000,24842000
21686000,21687000
21686000,21647000
21686000,21685000
21686000,21683000
35017000,35019000
35017000,35016000
35017000,20182000
20357000,20310000
20357000,20359000
20357000,20356000
20357000,20358000
50216000,24973000
50216000,50216000
23947000,23944000
23947000,23946000
23947000,24284000
23947000,24283000
50784000,28223000
50784000,50784000
51472000,22277000
51472000,22267000
24373000,24381000
24373000,24379000
24373000,24182000
30730000,24560000
30730000,24673000
30730000,24674000
30730000,30731000
30730000,30729000
22871000,22876000
22871000,22958000
22871000,22873000
22871000,22868000
20703000,20252000
20703000,20707000
20703000,20704000
27060000,27061000
27060000,27060000
27060000,54182000
33182000,33172000
33182000,33181000
33182000,20556000
33417000,22661000
33417000,22665000
33417000,22666000
33417000,33417000
27486000,27488000
27486000,27478000
27486000,27480000
27486000,27487000
23937000,23939000
23937000,23935000
23937000,23938000
23937000,23936000
25651000,25642000
25651000,25653000
25651000,25650000
21243000,21244000
21243000,21242000
21243000,21219000
27912000,27913000
27912000,27915000
27912000,27902000
25132000,25264000
25132000,25262000
25132000,30722000
21981000,52052000
21981000,22141000
21981000,21978000
20146000,20145000
20146000,20124000
20146000,20121000
20146000,20150000
27251000,27586000
27251000,27249000
27251000,27250000
27251000,27286000
26503000,26497000
26503000,26502000
26503000,26504000
20572000,20563000
20572000,20577000
20572000,20573000
20572000,20585000
25274000,25282000
25274000,25283000
25274000,25273000
25274000,25280000
26929000,26927000
26929000,26931000
26929000,26944000
33286000,21036000
33286000,21026000
33286000,51927000
33286000,52436000
27393000,27394000
27393000,23275000
27393000,27395000
27393000,27383000
34184000,34185000
34184000,34164000
34184000,34184000
27355000,27359000
27355000,27353000
27355000,27356000
27355000,27352000
26619000,26620000
26619000,26613000
26619000,26618000
26619000,26616000
24823000,50162000
24823000,24823000
24823000,24827000
24823000,30040000
33712000,33711000
33712000,33709000
33712000,33712000
54088000,52156000
54088000,52111000
27781000,27759000
27781000,27782000
27781000,27730000
27781000,27784000
21850000,21852000
21850000,21699000
21850000,51064000
21850000,21825000
23439000,23436000
23439000,23464000
23439000,23386000
23439000,23440000
33348000,21736000
33348000,33348000
33348000,21733000
33348000,21734000
24111000,24082000
24111000,24112000
24111000,24113000
24111000,24094000
27960000,27959000
27960000,27951000
27960000,27961000
27960000,27945000
26372000,26371000
26372000,26373000
26372000,26370000
26372000,26379000
23510000,23508000
23510000,23516000
23510000,23512000
23510000,23509000
21674000,21675000
21674000,21823000
21674000,33636000
21674000,21236000
20441000,20446000
20441000,20444000
20441000,20442000
51374000,51377000
51374000,51177000
51374000,51176000
51374000,54187000
51374000,51380000
52253000,33729000
52253000,33279000
52253000,52148000
24963000,50268000
24963000,24963000
24963000,24965000
24963000,24967000
52194000,50619000
52194000,22151000
52194000,50622000
51296000,51289000
51296000,51297000
51296000,51295000
27224000,27226000
27224000,27212000
27224000,27235000
27224000,27213000
23652000,54355000
23652000,23653000
23652000,23651000
23652000,23650000
21293000,24058000
21293000,24061000
21293000,24059000
21293000,21290000
22117000,22116000
22117000,22118000
22117000,33606000
20321000,20320000
20321000,20321000
20321000,20361000
20321000,20322000
20321000,20301000
20321000,20323000
23554000,23610000
23554000,23550000
23554000,23556000
23554000,23542000
21675000,33323000
21675000,21239000
21675000,21823000
21675000,21674000
25815000,25818000
25815000,25813000
25815000,25820000
25815000,25812000
32860000,32856000
32860000,26441000
32860000,32860000
23980000,23982000
23980000,23986000
23980000,23981000
23980000,23987000
21746000,21744000
21746000,21745000
21746000,21754000
21746000,21746000
26241000,26240000
26241000,26242000
21662000,21658000
21662000,21663000
21662000,21003000
20310000,20319000
20310000,20314000
20310000,20357000
20310000,33683000
30009000,23908000
30009000,23889000
30009000,23904000
26667000,26664000
26667000,26676000
26667000,26682000
26667000,26666000
33024000,25839000
33024000,33024000
33024000,25873000
33024000,25724000
25984000,25985000
25984000,26006000
25984000,25982000
52182000,24195000
52182000,24193000
51284000,51305000
51284000,51255000
51669000,51668000
51669000,51667000
51669000,33251000
51669000,50871000
26595000,26589000
26595000,26613000
26595000,26594000
26595000,26593000
24799000,24697000
24799000,24800000
24799000,24707000
24799000,24760000
25258000,54051000
25258000,25297000
25258000,25261000
25258000,25259000
26055000,26054000
26055000,26057000
26055000,26051000
26055000,26066000
22105000,52261000
22105000,22095000
22105000,22104000
22105000,22174000
21207000,21205000
21207000,21212000
21207000,21191000
27519000,27520000
27519000,27545000
27519000,27515000
27519000,27521000
27519000,32864000
21588000,33440000
21588000,21588000
21588000,21579000
21588000,51114000
26126000,32960000
26126000,26127000
26126000,26184000
26126000,26108000
50759000,51853000
50759000,51851000
23849000,23857000
23849000,23848000
23849000,23754000
23849000,23859000
50686000,24157000
50686000,50686000
24149000,24150000
24149000,24133000
24149000,24163000
24149000,24164000
52057000,52058000
52057000,33418000
52057000,22755000
52057000,22754000
21650000,21638000
21650000,21652000
21650000,21651000
51112000,22464000
51112000,22463000
20124000,20125000
20124000,20146000
20124000,20119000
20124000,20155000
24701000,24702000
24701000,24692000
24701000,24689000
24701000,24700000
52170000,52168000
52170000,52143000
52170000,52142000
52170000,52127000
50374000,25998000
50374000,50374000
27481000,27482000
27481000,27300000
27481000,27483000
27481000,27304000
26583000,26584000
26583000,26580000
26583000,26717000
26583000,26582000
27388000,27386000
27388000,27410000
27388000,27391000
27388000,27387000
22314000,22312000
22314000,22311000
22314000,22038000
22314000,22334000
25553000,25517000
25553000,25561000
25553000,25543000
27814000,27833000
27814000,27813000
27814000,27812000
27814000,27816000
26481000,26473000
26481000,32828000
26481000,26480000
26481000,26484000
50817000,51957000
50817000,51960000
34171000,34172000
34171000,34170000
25230000,25165000
25230000,25231000
25230000,30057000
24144000,24146000
24144000,24130000
24144000,54175000
24504000,24506000
24504000,24547000
24504000,24557000
24504000,24503000
20740000,20734000
20740000,20740000
20740000,20741000
20740000,20735000
21724000,21717000
21724000,21738000
21724000,21719000
21724000,21725000
26405000,26404000
26405000,26407000
26405000,26337000
50941000,21199000
24570000,24798000
24570000,24800000
24570000,24572000
24570000,34014000
30719000,24815000
30719000,24861000
30719000,30718000
30719000,50355000
51590000,51587000
51590000,51272000
51590000,50789000
51590000,51591000
32857000,26443000
32857000,32856000
32857000,32858000
32857000,32857000
52158000,52255000
52158000,52159000
51407000,27637000
51260000,51263000
51260000,51496000
51260000,51257000
20900000,20901000
20900000,20895000
20900000,20902000
20900000,20892000
51270000,51546000
